,Text,Ori_Label,Predict_Label
13,"Mr. Hollander began touring in Asia in the early 1990 's , when he was a Fulbright lecturer in India , talking about dance and touring with his company .",/location/location/contains,/business/person/company
14,"The proportion of residents in the town of East Hampton who are 65 and older , 16.6 percent , is one of the highest in Suffolk County , according to a draft of the regional planning board 's report .",/location/location/contains,/location/location/contains
15,"In Yaphank , the report notes , the Suffolk County executive , Steve Levy , has proposed a development on county-owned land that would have up to 1,000 residential units of '' employer-assisted housing , '' referring to a housing assistance program that combines employer contributions with state and federal funds . ''",/location/location/contains,/people/person/place_lived
16,"Born in Montreal , resided in Middle Village and Bayside , Queens for 70 years and Deerfield Beach , FL for 30 years .",/location/location/contains,/location/location/contains
17,"As a half Englishman , half Frenchman who arrived in New York from Paris in 1965 at 23 , and has opened and operated fashion boutiques , night clubs and now restaurants , including La Goulue on Madison Avenue , Mr. Denoyer has served the moneyed men and women of Manhattan well , putting them at ease on their own terms .",/location/location/contains,/location/location/contains
18,"The couple have two daughters , Seon-yong , 34 , who works in Seoul for the Korea Foundation , a nonprofit organization that promotes Korean culture , and Hyun-hee , 30 , a field officer for Unicef in Nairobi , Kenya .",/location/location/contains,/location/location/contains
19,"WHERE -- Dixie , Idaho WHAT -- 2-bedroom house HOW MUCH $ 285,000 This 1,400-square-foot log house is on 10 acres bordered on three sides by the Nez Perce National Forest .",/location/location/contains,/location/location/contains
20,"WHERE -- Honey Harbour , Ontario WHAT -- 2-bedroom cabin HOW MUCH -- $ 160,000 This cabin is on a Georgian Bay island , part of which is federal park land .",/location/location/contains,/location/location/contains
21,May is a former teammate of Hideki Matsui with the Yomiuri Giants in Japan in 2000 and 2001 .,/people/person/nationality,/people/person/nationality
22,"Over the last decade , when it came to choosing who would represent Staten Island and southwest Brooklyn in Congress , Anita Lerman has been the unchallenged standard-bearer of the Independence Party , a small but growing group with 6,703 members on the island .",/people/person/place_lived,/location/location/contains
23,"Resident of Roslyn , New York .",/location/location/contains,/people/person/place_lived
24,"Ohio Coach Frank Solich said : '' This would not have made our season if we won , and it did not break our season in losing it . ''",/people/person/place_lived,/people/person/place_lived
25,There were two people in the courtroom who looked up to the German-born judges as the best of Germany and looked down on the prosecutor as a miserable Ostjude : one was Eichmann and the other was Hannah Arendt . '',/people/person/nationality,/people/person/nationality
26,"Defense Secretary Donald H. Rumsfeld spent Tuesday in a whirlwind trip around Iraq that included '' town hall '' meetings with American troops outside the capital , talks with government officials in Baghdad , and a final stop here , at a Kurdish stronghold beneath snow-capped mountains where anti-Saddam Hussein forces plotted for years against the Iraqi dictator -- and against other Kurds .",/location/location/contains,/location/location/contains
27,"Crucial to the team 's success was the recruitment of an international roster of stars , led by the exuberant Pele -LRB- coaxed out of retirement with the help of Secretary of State Henry Kissinger and untold millions -RRB- and Germany 's smooth-as-silk Franz Beckenbauer .",/people/person/nationality,/people/person/nationality
28,An article on Thursday about the spread of electrical failures and transportation service cutbacks in the New York City area misspelled the surname of a Queens woman whose 12-story apartment building lost power on Wednesday morning .,/location/location/contains,/location/neighborhood/neighborhood_of
29,"The comedian John Leguizamo , who was born in Colombia and grew up in Jackson Heights , Queens , played himself in a radio spot on the sports station WFAN in which he left a series of increasingly desperate phone messages begging Minaya for tickets .",/people/person/place_lived,/people/person/place_lived
30,"He 's got the tools , and he 's a great kid , but you ca n't expect him to be fielding like Omar Vizquel '' -- the Giants ' slick-fielding shortstop from Caracas .",/people/person/place_of_birth,/people/person/place_of_birth
31,"You Ca n't Walk Your Way Off the Island The architect of the New Mets , Omar Minaya , was 8 when his family moved to Corona , Queens , from the Dominican Republic in 1967 , a little more than five years after the assassination of the dictator Rafael Trujillo .",/people/person/place_lived,/people/person/place_lived
32,"According to the city 's Economic Development Corporation , the Brooklyn terminal will accommodate 192,000 passengers from 38 ships in its first year of operation , eventually accounting for about one-fifth of the roughly one million passengers who will pass through New York City this year .",/location/location/contains,/location/location/contains
33,"I hate to rush this press conference , actually , but I heard the shuffleboard tournament starts at 11 , and Marty thinks that he can take me , '' said Mayor Michael R. Bloomberg , referring to the Brooklyn borough president , Marty Markowitz . ''",/people/person/place_of_birth,/people/person/place_lived
34,"I 3\/5sheart 4\/5 $ '' (1986) is , in the broadest sense , about the circulation of money : in its 140 minutes it visits a hectic foreign exchange bureau in Amsterdam ; private bankers on Wall Street ; a racetrack in Hong Kong ; a Puerto Rican mother and her son struggling to set up a restaurant along Avenue C , then devastated , in the East Village ; and a raucous farmers ' market back in the Netherlands .",/location/country/capital,/location/location/contains
35,"Lubitsch 's Hollywood Europe was a highly artificial , thoroughly imagined place , but then so was the Europe he envisioned while still in Germany , as revealed by the five wonderful films being released today on four discs by Kino International under the series title '' Lubitsch in Berlin . ''",/location/location/contains,/business/person/company
36,"Lubitsch in Berlin The director Ernst Lubitsch is best known for the continental fantasies he created during his tenure at Paramount in Hollywood , films like '' Trouble in Paradise '' (1932) and '' Ninotchka '' (1939) , which took place in a Paris of infinite elegance , wit and sexual tolerance .",/people/person/place_lived,/business/person/company
37,"YouTube 's bite also hurt Senator Joseph I. Lieberman , who was defeated by the political upstart Ned Lamont in Connecticut 's Democratic primary earlier this month .",/people/person/place_lived,/people/person/place_lived
38,"Last week , Senator George Allen , the Virginia Republican , was caught on tape at a campaign event twice calling a college student of Indian descent a '' macaca , '' an obscure racial slur .",/people/person/place_lived,/people/person/place_lived
39,"Iran allowed inspectors to take environmental samples this week from the site , at Parchin , southeast of Tehran .",/location/location/contains,/location/location/contains
40,It has two other stores in Hudson County -- in Jersey City and Secaucus -- and a third is being constructed in North Bergen on Tonnelle Avenue .,/location/location/contains,/location/location/contains
41,"The zoning statute that governs the redevelopment around the Holland Tunnel makes no stipulation for traffic , so Jersey City can not reject the plan based on traffic alone , said Kristin Russell , a city planner .",/location/location/contains,/location/neighborhood/neighborhood_of
42,"Kyoto 's cuisine -LRB- kyo-ryori -RRB- is the legacy of court and temple , aristocratic and understated ; unusual locations and exquisite food made the meals I ate there some of the most magical of my life , and made the traditional Japan I 'd first fallen in love with palpable .",/location/location/contains,/people/deceased_person/place_of_death
43,"Yoshi Tsuji runs several cooking schools in Japan and in Europe ; Kazuki Kondo , dean of the Osaka school , joined us for dinner .",/location/location/contains,/business/person/company
44,"A century ago , the greatest playground was Coney Island , a pre-Disney seaside place to cavort at the southernmost edge of Brooklyn .",/location/neighborhood/neighborhood_of,/location/neighborhood/neighborhood_of
45,"Even wishful thinkers do n't believe she can medal here , much less win , but who would have wageredon Dan Jansen before he ended his long Olympic odyssey by winning a speedskating gold medal for his dead sister in 1994 in Lillehammer , Norway ?",/location/location/contains,/people/person/place_lived
46,"OVER the last few years , as its residents fought a battle against the city to keep their homes , the Fort Trumbull neighborhood of New London looked more and more like a war-torn village , with acres of vacant lots interrupted intermittently by debris and a few scattered houses .",/location/location/contains,/location/location/contains
47,"Curry and Crawford , close friends and longtime teammates in Chicago and New York , were in sync in the final quarter .",/location/location/contains,/people/person/place_lived
48,"The Knicks were 10 for 15 from the free-throw line in the fourth quarter , but had only 2 turnovers , and Coach Isiah Thomas called it a vast improvement from their fourth quarter in Chicago . ''",/people/person/place_of_birth,/people/person/place_lived
49,"Nanette Lepore , a New York fashion designer , said she reserved a seat every week to go to her home in Amagansett because she '' ca n't bear standing , especially when I 've worked all day and I 'm stressed out . ''",/location/location/contains,/location/location/contains
50,"Senators Jon Corzine , Democrat of New Jersey , and Susan Collins , Republican of Maine , have been working hard on the issue .",/people/person/place_lived,/people/person/place_lived
51,"OVED-WEISS -- Or , 23 , beloved son of Inbal Oved and Mark and Cathy Weiss , died suddenly and tragically in Bangkok , Thailand .",/location/country/administrative_divisions,/people/deceased_person/place_of_death
52,"It envisioned a sprawling cultural center and Fordham campus on the squalid West Side , a civic plaza in Downtown Brooklyn that Robert Moses promised would rival the Piazza San Marco in Venice , a grand development over the Sunnyside railroad yards in Queens , and a Palace of Progress devoted to world trade atop a reconstructed Pennsylvania Station .",/location/location/contains,/location/location/contains
53,Scott Schwind has joined Fulbright & Jaworski as an energy partner in Houston .,/business/company/place_founded,/business/person/company
54,"He writes that the State Department 's Future of Iraq project was sidelined because of tensions between the State Department and the Pentagon , and that its coordinator , Tom Warrick , '' who had done as much thinking about postwar Iraq as any American official '' also '' became a casualty of the interagency war and did n't get to Baghdad for a year . ''",/location/location/contains,/people/person/place_of_birth
55,"A more recent list included references to Wiener Werkstatte designs , Los Angeles graffiti , a Buddha fountain in Chinatown , a book by Aldous Huxley and an action figure of Ginger Lynn , the pornography star .",/people/deceased_person/place_of_death,/people/person/place_lived
56,"He has been through four uniform changes , has seen the Angels name changed from California to Anaheim to the Los Angeles Angels of Anaheim .",/location/location/contains,/sports/sports_team/location
57,"Like Atlanta 's John Smoltz -LRB- 17 seasons -RRB- and the Astros ' Craig Biggio -LRB- 18 seasons -RRB- , Anderson is a franchise lifer .",/people/person/place_lived,/people/person/place_lived
58,"Nelson McCausland , a Belfast politician and a member of the Democratic Unionists , a hard-line Protestant party , said : '' There is a fundamental anger and alienation .",/people/person/place_of_birth,/people/person/place_lived
59,"The Bush administration , condemning the assassination of the former prime minister , Rafik Hariri , in Lebanon , suggested Monday that Syria was to blame and moved to get a new condemnation of Syria 's domination of Lebanon at the United Nations Security Council .",/people/person/nationality,/people/person/nationality
60,"American officials said the killing was an ominous development on two counts : first , because it raised concern that Lebanon could plunge back into the civil war that it suffered throughout the 1980 's , and second , because it underscored growing American impatience with the role played by Syria in the Middle East .",/location/location/contains,/people/person/nationality
61,"And in fact the Syrian foreign minister , Farouk al-Sharaa , speaking at a news conference in Damascus , also condemned the attack .",/people/person/place_of_birth,/people/person/nationality
62,"Mr. McClellan and other administration spokesmen said they had no concrete evidence of Syria 's involvement in the killing of Mr. Hariri , a prominent opposition leader and critic of Syria 's role in Lebanon , who died along with at least 11 others when a car bomb blew up next to his motorcade in Beirut .",/location/country/capital,/people/deceased_person/place_of_death
63,"In 1999 one of its members , Evan Ziporyn , a composer and clarinetist and a professor at the Massachusetts Institute of Technology , met Kyaw Kyaw Naing , an expatriate Burmese percussion virtuoso now living in New York , at a concert in suburban Boston .",/business/person/company,/business/person/company
64,"Certainly the Berlin Philharmonic that appeared at Carnegie Hall on Wednesday night , in the first of four programs through tomorrow night , looks a lot different from the ensemble of even 10 years ago , when the great Claudio Abbado was music director .",/people/person/place_lived,/business/person/company
65,Gov. Haley Barbour of Mississippi acknowledges that Clyde Kennard suffered a grievous wrong at the hands of state officials more than 45 years ago .,/people/person/place_lived,/people/person/place_lived
66,"A sports article on Aug. 11 about an underground effort by Christopher Vandaele , the owner of a triathlon outfitter in Manhattan , to stage a triathlon in New York City referred incorrectly to a cease-and-desist order demanding that he not use the World Triathlon Corporation 's '' Iron '' brand in promoting the race .",/location/location/contains,/people/person/place_lived
67,"No Tie to Serial Killer Is Found in 7 Deaths Charles Cullen , the nurse who killed patients in New Jersey and Pennsylvania , has so far pleaded guilty to intentionally giving lethal doses of drugs to 24 people during a 16-year career in which he worked at nine hospitals and a nursing home in the two states .",/people/person/place_lived,/location/location/contains
68,"Matter of fact , we had one guy just two weeks out of training at Fort Hood , Texas .",/location/location/contains,/location/location/contains
69,"A senior aide to Grand Ayatollah Ali al-Sistani , Iraq 's most influential Shiite cleric , was gunned down on his way to Friday Prayer in Baghdad , and a suicide car bomb exploded near the office of a major Shiite political party , an Interior Ministry official said Friday .",/location/country/capital,/people/person/nationality
70,"The Kharkh has been struck repeatedly , most recently two weeks ago , placing great pressure on Baghdad 's mayor , Alaa al-Tamimi , and the American forces to carry out repairs and keep the plant running .",/people/person/place_lived,/people/person/place_of_birth
71,"Also on Friday , American marines said they were investigating the death of an Iraqi civilian that occurred last Saturday during raids of houses near Haditha , a city in the troubled Anbar Province in western Iraq .",/location/location/contains,/location/location/contains
72,"The movie begins in New York City , where the aspiring musician Luke Falcon -LRB- played by the musician and actor Steven Strait -RRB- has a brief but heart-stopping encounter with a willowy model named Brier -LRB- Pell James -RRB- .",/people/person/place_lived,/people/person/place_of_birth
73,"His father was a New York City firefighter in Brooklyn and later a chiropractor , who practiced in Eastchester , N.Y. WEDDINGS\/CELEBRATIONS",/location/location/contains,/location/location/contains
74,"Jean Rosenbluth , a law professor at the University of Southern California and a former federal prosecutor in Los Angeles , said defense lawyers in similar situations had argued that such dismissals were subterfuges involving jurors who were holding out for acquittal . ''",/location/location/contains,/business/person/company
75,She is a second-year resident in psychiatry at Mount Sinai Hospital in New York .,/location/location/contains,/location/location/contains
76,"Rose Valentin , a community associate of the New York City clerk 's office , officiated at Boylan Studios , an event space in New York , in a ceremony led by Anthony V. DeMayo , a judge trial referee of the Connecticut Superior Court in New Haven , Conn. .",/location/location/contains,/business/company/place_founded
77,"Margaret Somerville , professor of law and medicine at McGill University , said the ruling '' is extremely important '' in large part because '' the provinces that want to run some form of a complementary private system would probably be able to do so now . ''",/business/person/company,/business/person/company
78,"The case was brought to the Supreme Court by Jacques Chaoulli , a Montreal family doctor who argued his own case through the courts , and George Zeliotis , a chemical salesman who was forced to wait a year for a hip replacement while he was prohibited from paying privately for surgery .",/people/person/place_lived,/people/person/place_lived
79,"Though officials in Addis Ababa , Ethiopia 's capital , have said their troops should not enter downtown Mogadishu , many are camped in the former American Embassy , a decrepit building that was closed more than 15 years ago after American soldiers suffered a humiliating defeat at the hands of warlords .",/location/location/contains,/location/country/capital
80,"Anti-Ethiopia riots erupted in Mogadishu , the capital of Somalia , on Friday , while masked gunmen emerged for the first time on the streets , a day after Ethiopian-backed troops captured the city from Islamist forces .",/location/location/contains,/location/location/contains
81,"Another judge told me that , given the shortcomings of the court , the government of Sudan , far from preventing the I.C.C. from taking over justice in Darfur , is all but ensuring that the I.C.C. prosecutor will come to Sudan .",/location/administrative_division/country,/location/location/contains
82,"And now the International Criminal Court has begun its investigations into the mass murders and crimes against humanity that have been committed , and are still taking place , in the Darfur region of Sudan .",/location/country/administrative_divisions,/location/location/contains
83,"For now , Sudan has set up courts with an eye toward demonstrating that the Darfur cases are inadmissible to the International Criminal Court because they 're being handled perfectly well in Sudan .",/location/country/administrative_divisions,/location/location/contains
84,The State Department was working hard on Darfur even before Secretary of State Colin Powell declared in 2004 that Sudan 's actions in the region constituted genocide .,/location/location/contains,/business/person/company
85,"Our hope is with the I.C.C. '' So , quietly and doggedly , Moreno-Ocampo is stitching together his file against the top leaders of the genocide in Darfur , collecting evidence from victims , activists and international officials , and perhaps this might , in a very partial way , help keep Sudan from falling apart .",/location/country/administrative_divisions,/location/country/capital
86,"In Darfur , as elsewhere in Sudan , the rebels are fighting their people 's economic and political marginalization .",/location/country/administrative_divisions,/people/person/nationality
87,"Russia , another permanent member of the Security Council , has always been uneasy about the I.C.C. , given the continuing disaster in Chechnya .",/location/country/administrative_divisions,/location/country/administrative_divisions
88,"In May 2002 , Under Secretary of State John R. Bolton sent a letter to Kofi Annan , secretary general of the United Nations , announcing that the United States did n't consider itself bound by the Rome Statute .",/business/person/company,/business/person/company
89,"News of the list 's existence unnerved officials in Khartoum , Sudan 's capital .",/location/country/capital,/location/country/capital
90,Luis Moreno-Ocampo was the assistant prosecutor and became a household name across Argentina .,/people/person/nationality,/people/person/nationality
91,More than 50 public schools in nine Nassau County districts locked down their buildings yesterday as the police searched for three bank robbery suspects in the Baldwin area .,/location/location/contains,/location/location/contains
92,His father retired as the manager of plumbing and heating at Manhattan College in Riverdale .,/location/location/contains,/location/location/contains
93,"Lawrence O. Gostin , the chairman of the panel that conducted the study and a professor of law and public health at Georgetown University , said he hoped to change that .",/business/person/company,/business/person/company
94,"What happened at Holmesburg was just as gruesome as Tuskegee , but at Holmesburg it happened smack dab in the middle of a major city , not in some backwoods in Alabama , '' said Allen M. Hornblum , an urban studies professor at Temple University and the author of '' Acres of Skin , '' a 1998 book about the Holmesburg research . ''",/location/location/contains,/location/location/contains
95,"I think we could have stood up stronger to the mayor and not bowed to this annual budget dance process that we go through , '' Councilman Charles Barron of Brooklyn said .",/people/person/place_lived,/people/person/place_lived
96,"When Flood was on the cusp of the majors , the Reds -- fearful , apparently , of having an all-black outfield -- traded him to St. Louis , a city and franchise with its own heavy racial baggage ; among other things , two Cardinals , Enos Slaughter and Joe Garagiola , had harassed Jackie Robinson when the Dodgers played there .",/people/person/place_of_birth,/people/person/place_lived
97,"Marsha Lindsey , a black paramedic and former poll worker in Dayton , Ohio , said that after 2004 she stopped arguing with her black friends when they said there was no point in voting .",/location/location/contains,/people/person/place_lived
98,"Last weekend , Jim Webb , the Virginia Democrat who hopes to oust Senator George Allen , crammed in visits to 12 black churches , and for several weeks he has been pumping money into advertisements on black radio stations and in black newspapers .",/people/person/place_lived,/people/person/place_lived
99,"In Tennessee , Representative Harold E. Ford Jr. is depending on a strong showing from blacks in Memphis , which he represents , to edge past Bob Corker and become the first black senator from a Southern state since Reconstruction .",/people/person/place_lived,/people/person/place_lived
100,"At a recent Democratic fund-raiser in Atlanta , at the home of Representative John Lewis , who is black , conversation centered on perceptions that widespread voter disenfranchisement would haunt the 2006 elections .",/people/person/place_lived,/people/person/place_lived
101,"In Missouri , Claire McCaskill , the Democrat trying to unseat Senator Jim Talent , has been running advertisements about sickle cell anemia , a genetic illness that mostly afflicts black people , and the importance of stem cell research in helping to find a cure .",/people/person/place_lived,/people/person/place_lived
102,"A man arrested last month has been indicted on charges of rape , sodomy , burglary and robbery in the decade-old sexual assaults of two Greenwich Village women , Robert M. Morgenthau , the Manhattan district attorney , announced yesterday .",/location/neighborhood/neighborhood_of,/location/neighborhood/neighborhood_of
103,The couple said that planning a honeymoon in Bali was the simplest part of the wedding -- this in spite of the tsunami that recently ravaged other parts of Indonesia .,/location/location/contains,/location/location/contains
104,"Both wanted to go somewhere warm , and they could not resist the tug of Southeast Asia , where they have talked about living and working in a clinic for a few years , possibly in Thailand or Borneo . ''",/location/location/contains,/location/location/contains
105,"All those things went against the Yankees on Wednesday , yet they beat the Red Sox at Fenway Park , 8-6 , winning this series and closing to within a half-game of Boston in the American League East . ''",/location/location/contains,/sports/sports_team/location
106,"Even the setting of the convention , Long Island , was a reminder of how bad things have gotten for Republicans in New York .",/location/location/contains,/location/location/contains
107,"Totaling up the dead in Africa 's wars has always been particularly challenging , from the mass killing in Rwanda -LRB- in which somewhere around 800,000 people died -RRB- to the continuing war in Congo -LRB- where the toll is now estimated to be in the neighborhood of 3.8 million -RRB- .",/location/location/contains,/location/location/contains
108,"Sudan has not issued an estimate of its own , although officials in Khartoum label the numbers floating around as propaganda .",/location/country/capital,/location/country/capital
109,"But it is making an exception with two concurrent master of arts thesis exhibitions by 2005 graduates from the Center for Curatorial Studies at Bard College in Annandale-on-Hudson , N.Y. One show , organized by Cecilia Alemani and Simone Subal , is of sculpture , which by now , of course , has many tradition-challenging , media-crossing definitions , a few of which are in evidence here in work by three remarkable young artists .",/location/location/contains,/location/location/contains
110,"He is , as Julie Gilhart , fashion director of Barneys New York , suggested , '' probably the only designer you could name who has 60-year-olds who think he 's incredible and 17-year-olds who think he 's way cool . ''",/business/person/company,/business/person/company
111,"Had it ever occurred to Yamamoto in those early days , he was asked , that he would one day preside over an international empire , with shops in New York , London and Paris and 120 stores in Japan ?",/location/location/contains,/business/company/place_founded
112,"They call it the Pink Houses , short for the Louis H. Pink project in East New York , Brooklyn , squat brick towers turned inward around concrete pathways .",/location/neighborhood/neighborhood_of,/location/location/contains
113,"The official said it was possible that the two men could be in close proximity during a luncheon this afternoon that the United Nations secretary general , Kofi Annan , is holding , and that '' nobody 's going to body-block Ahmadinejad if he comes up with outstretched hand . ''",/business/person/company,/business/person/company
114,"The '' they '' in question were Mr. Bush and President Mahmoud Ahmadinejad of Iran , one of Mr. Bush 's most prominent Middle Eastern foils .",/people/person/nationality,/people/person/nationality
115,"Senator Trent Lott of Mississippi announced Tuesday that he would seek a fourth term in office , presenting a setback to Democratic hopes of winning control of the Senate in November and a threat of upheaval in the Senate Republican leadership next year .",/people/person/place_lived,/people/person/place_lived
116,It would not be easy : Senator Mitch McConnell of Kentucky is viewed as having broad support to win the post .,/people/person/place_lived,/people/person/place_lived
117,"Family will be receiving mourners at the home of Mr. and Mrs. Arnold Winer of 43 Sheridan Road , Scarsdale , New York .",/location/location/contains,/location/neighborhood/neighborhood_of
118,"Interment at the Kensico Cemetery in Valhalla , New York .",/location/location/contains,/location/location/contains
119,"Services will be held Friday , 10 AM at Riverside Memorial Chapel , 21 West Broad Street , Mount Vernon , New York , 914-664-6800 .",/location/location/contains,/location/location/contains
120,"The sea of concrete in Uniondale , for instance , covers an area almost literally at the center of affluent Nassau County .",/location/location/contains,/location/location/contains
121,"But in the undertaking , Nassau County , one of New York 's oldest suburbs , joins a raft of others in trying to figure out how to solve what planners consider a cluster of fundamental problems facing every aging suburban community in the United States .",/location/location/contains,/location/location/contains
122,"If recent history is any guide , Eliot Spitzer 's chances of becoming governor of New York next year are greatly enhanced by the presence of the words '' attorney general '' on his resume .",/business/person/company,/people/person/place_lived
123,"Jacob Hacker , a Yale University political scientist , found that the income of the average family was about twice as volatile in 2000 as it was in the 1970 's -- a result of rising health and education costs , the increasing rate at which people change jobs and the shift from pensions with guaranteed benefits to 401 -LRB- k -RRB- 's .",/business/person/company,/business/person/company
124,"In Manhattan , 1,000-square-foot , two-bedroom apartments on the Upper East Side now rent for about $ 3,700 a month .",/location/neighborhood/neighborhood_of,/location/neighborhood/neighborhood_of
125,"Israel 's military announced that two stretches of the road , one to the south of Jerusalem and one to the north , would now be closed to private Palestinian vehicles .",/location/location/contains,/location/location/contains
126,"Mr. Abbas , speaking before a meeting in Paris with the French president , Jacques Chirac , said he was sorry for the shootings on Sunday . ''",/people/person/place_of_birth,/people/person/nationality
127,Israel imposed new travel restrictions on Palestinians in the West Bank on Monday and suspended contacts with the Palestinian Authority in response to two drive-by shootings that killed three young Israelis and wounded several other people a day earlier . '',/location/location/contains,/location/location/contains
128,"Israel 's military also stepped up its presence in and around the West Bank towns of Bethlehem and Hebron , which are close to the sites of the shootings on Sunday .",/location/location/contains,/location/location/contains
129,"Israel 's withdrawal of soldiers and settlers from the Gaza Strip has removed Israeli targets from that territory , and Israel 's separation barrier in the West Bank has made it increasingly difficult for Palestinians to reach Israeli cities to carry out suicide bombings and other attacks .",/location/location/contains,/location/location/contains
130,"President Hu Jintao of China , on the second day of his visit to the United States , continued a charm offensive directed mainly at commercial interests and offered an overview of economic relations that broke little new ground but displayed a prodigious memory for statistical data .",/people/person/nationality,/people/person/nationality
131,"Love Me or Leave Me , '' a biopic about the torch singer Ruth Etting , won Fuchs an Oscar for original story in 1955 , thanks to a bravura performance by James Cagney -- who , in the role of a gimpy Chicago hoodlum , brilliantly captured the comic ferocity that laces through Fuchs 's best writing .",/people/person/place_lived,/people/person/place_lived
132,"Fuchs brought to this subject the watchfulness of a born novelist whose so-called Williamsburg Trilogy , about Brooklyn tenement life , remains a highlight of 1930 's fiction -- a marvel of detached sympathy and supple naturalism , all the more remarkable for having been written by an immigrant son when he was in his 20 's and on breaks from his day job as a public-school teacher in Brighton Beach .",/location/neighborhood/neighborhood_of,/people/person/place_lived
133,"JESSI KLEINMAN of Bellmore was filled with anticipation when she arrived in New Orleans on Aug. 24 with her father , mother and brother , three days before freshman orientation was set to begin at Tulane University . ''",/location/location/contains,/location/location/contains
134,"Another 88 Tulane students signed up for Syracuse 's international programs in London ; Madrid ; Florence , Italy ; and Strasbourg , France .",/location/location/contains,/location/location/contains
135,"Now she is enrolled at Columbia University in Manhattan as a nonresidential visiting undergraduate , along with 166 other Tulane students , mainly from the New York metropolitan area . ''",/location/location/contains,/location/location/contains
136,"An equally important question is why , for almost 10 days , China 's government did not think the people of Harbin deserved to share its knowledge of the cancer-causing chemicals that were streaming their way .",/location/location/contains,/location/location/contains
137,"People everywhere watched with sympathy as the people of Harbin , a rust-belt metropolis in China 's frozen northeast , coped with the challenges of doing without toilets , showers , and cooking and drinking water last weekend .",/location/location/contains,/location/location/contains
138,"Mr. Howard , who worked at CBS News for 23 years in a variety of roles , including deputy to Don Hewitt , the creator of '' 60 Minutes , '' will be CNBC 's vice president for specials and long-form programming , said Mark Hoffman , president of the cable channel .",/business/person/company,/business/person/company
139,"Plushenko , the favorite to win here in his home country , ended the evening in third place , behind Stephane Lambiel of Switzerland , who skated flawlessly , and Brian Joubert of France .",/people/person/nationality,/people/person/nationality
140,The steady rain caused flash floods across the Ampara district of eastern Sri Lanka on Friday and Saturday .,/location/location/contains,/location/neighborhood/neighborhood_of
141,"Still , with the last name Fujimori , as in Alberto Fujimori , the former strongman who ruled Peru with an iron hand , the candidate , Keiko Fujimori , is very likely to do more than win a seat in Congress in Sunday 's general election .",/people/person/nationality,/people/person/nationality
142,"The 12 stations where repairs would be delayed include Lawrence Street on the M and R lines in Brooklyn ; 47th-50th Streets at Rockefeller Center on the B , D , F and V lines in Midtown Manhattan ; 71st and Continental Avenues on the E , F , G , R and V lines in Forest Hills , Queens ; and five stations along the N line in Brooklyn .",/location/location/contains,/location/neighborhood/neighborhood_of
143,"In 2003 , the clinic says it filed for more patents per research dollar than the Mayo Clinic , Johns Hopkins Medical Center or Massachusetts General Hospital , the Harvard-affiliated Boston hospital . ''",/location/location/contains,/location/location/contains
144,"THE announcement , last week , that Metropolitan Life intends to sell Stuyvesant Town and Peter Cooper Village to the highest bidder has given new life to the familiar worry that people of modest means can no longer afford to live in New York , particularly in Manhattan .",/location/location/contains,/location/location/contains
